,title,brand,price,rating,reviewCount,description,categories
0,"Havells 1200mm Stealth Wood Energy Saving Ceiling Fan (Pinewood Cola Chrome, Pack of 1)",,"7,098",5.0,1,,LivingRoom-And-Furniture
1,EcoSmart ES TC 02 600W Oil Press Machine (Silver),,"23,399",3.7,188,,LivingRoom-And-Furniture
2,aquadpure Mineral Cartridge and UF Filter For All type of RO water purifier with TDS meter (08 inch),,399,3.5,15,,LivingRoom-And-Furniture
3,"Sewfect Sewing Machine Extension Table - Suitable for Usha Allure - Allure Dlx - Excela - Excela Dlx - Myfab Barbie Automatic Sewing Machine - Regular Size 11.5"" x 15""",,"1,349",4.1,710,,LivingRoom-And-Furniture
4,"Hi-Tech water purifier filter set for any water purifier 10 inch Inline Filter Complete Set with Pre Carbon, Sediment Filter, Post Carbon Filter with Connectors Suitable for all Kind of domestic RO/UV/UF Waterpurifer",,699,3.8,437,,LivingRoom-And-Furniture
5,"Kuber Industries Nylon Mesh Laundry Basket|Sturdy Material & Durable Handles|Netted Lightweight Laundry Bag, Pack of 3,30Ltr (Multi)-CTKTC021490",,306.,3.7,"1,449",,LivingRoom-And-Furniture
6,"Dolpineer TOTAL HOME Plastic 10 Pieces Roll Plumbing Teflon Tape PTFE for Water Pipe Sealing | Multicolour (1/2"" Regular)",,199,4.0,222,,LivingRoom-And-Furniture
7,"B-LADY Multipurpose Professional Empty Spray Bottle for Home, garden and Salon Use for Spraying Water on Face and Hair Dressing (S)",,89,Previous page,,,LivingRoom-And-Furniture
8,"BlazePoint Plastic Dough/Atta Maker | Grain Grinder | Atta Banane Ki Machine, Roti Maker (Multicolor)",,399,3.9,14,,LivingRoom-And-Furniture
9,"CAZAR KS-CW130 1800 W 130 Bar Heavy Duty High Pressure Washer / Car Washer, with Foam Canon & Accessories.",,"5,700",3.9,82,,LivingRoom-And-Furniture
10,Portable Mini Air Conditioner Small Size 500Ml Water Tank USB Powered 3 Speed Cooler Quiet Desk Fan for Cooling Personal Space with LED Night Light Camping Cold Wind Humidification Air Purification,,"1,499",1.0,1,,LivingRoom-And-Furniture
11,"SALZER Modular Fan Regulator 5-Steps | Manual Control Regulator Switch for Home | UL94 Material with UV Stabilized Polycarbonate Regulator for Fan | 240 Volts AC, 100 Watts, White (Pack of 1)",,550,4.2,35,,LivingRoom-And-Furniture
12,"Ghe Ghori Enterprise 2 L Electric Kettle, Stainless Steel Inner Body, Boil Water For Tea, Coffee, Soup, Silver.",,509,4.0,6,,LivingRoom-And-Furniture
13,"HASTHIP® Vacuum Sealer, Automatic Food Sealer with Built-in Cutter& Roll Bag Storage, Machine for Food Storage and Preservation with Dry&Moist Modes with 10 Reusable Bags",,"3,033",3.9,18,,LivingRoom-And-Furniture
14,HGR Creation Air Portable Conditioner Air Cooler Humidifier Purifier Mini Cooler air cooler USB Air Cooler (HGR Air Cooler 25),,"1,399",1.0,1,,LivingRoom-And-Furniture
