,title,brand,price,rating,reviewCount,description,categories
0,UR LITTLE SHOP Eco-Friendly Natural Wood Charcoal Briquettes _10 Kg For Barbeque_Grilling_Broiling_Dehumidification ULSDH4,,649,3.3,20,,LivingRoom-And-Furniture
1,"Noir Aqua Jade RO Water Purifier with B12 Alkaline Filter RO + UV + UF + TDS Control + Pre Filter & Accessories, RO Water Filter System for home 10 Ltrs, 8 Stage (Blue White)",,"6,459",3.9,50,,LivingRoom-And-Furniture
2,EmmEmm 2 Pcs 2 in 1 Fan Bearing Puller Inner Puller (6201-6202),,249,3.0,3,,LivingRoom-And-Furniture
3,"Orient Electric I Float 1200mm 32W Intelligent BLDC Ceiling Fan for Home | 5 Star Rated (White, Pack of 2)",,"10,389",3.5,286,,LivingRoom-And-Furniture
4,"LG 1 Ton 5 Star AI DUAL Inverter Split AC (Copper, Super Convertible 6-in-1 Cooling, HD Filter With Anti-virus Protection, 2022 Model, PS-Q14SNZE, White)",,"51,354",4.3,74,,LivingRoom-And-Furniture
5,AQUA DOVE Nano ro Filters Compatible with Service of All Small Branded Water Purifiers,,550,3.5,46,,LivingRoom-And-Furniture
6,Krishna Product Marble Roti Roller/Marble Rolling Board/Marble Chakla and Wooden Belan - 9 Inch (White),,349,No reviews,,,LivingRoom-And-Furniture
7,CHEMIRO 909 : Antiscalant dosing chemical for RO (reverse osmosis) | For industrial use only (5 kg can),,"1,599",3.9,40,,LivingRoom-And-Furniture
8,GALAXY® Overcast Foot for USHA/Singer/Brother/GALAXY Automatic Sewing Machine,,200,New to Amazon,,,LivingRoom-And-Furniture
9,AQUA LIBRA WITH DEVICE Water Purifier with RO+COPPER+UV WITH TANK Water Purifier for Home For Kitchen - 7 Liters,,"4,099",3.9,215,,LivingRoom-And-Furniture
10,Orpat HHB-100E WOB 250 W Hand Blender (White),,799,No reviews,,,LivingRoom-And-Furniture
11,Usha 29L (OTGW 3629R) Oven Toaster Grill (Wine & Matte Black),,"8,151",4.1,"1,234",,LivingRoom-And-Furniture
12,"Black + Decker Et122 800-Watt 2-Slice Cooltouch Pop-Up Toaster, White",,"1,998",4.0,218,,LivingRoom-And-Furniture
13,RO Water Purifier Aquaguard Enhance body Cover (Royal Blue),,190,No reviews,,,LivingRoom-And-Furniture
14,Aimex 1/4 Quick Connector QC Male Plug for Pressure Washer Fittings Male Threaded,,210,4.0,74,,LivingRoom-And-Furniture
15,"Electric Handheld Portable coffee Milk Frother, 3 Speed battery operated USB Rechargeable blender 2 in1 with 2 brush head, egg beater whisk for home bake & Foam maker whisk for coffee Latte, Cappuccino, Hot Chocolate and cream with low noise function, cordless / wireless",,649,5.0,2,,LivingRoom-And-Furniture
16,"PUSHKART High Speed Mini Wall Cum Table Fan Small Size 3 Speed Setting With Powerful Copper Touch Motor 9 Inch Black 225 Mm Table Fan For Home,Office,Kitchen Make In India Model-Black Cutie TYF-632",,999,3.6,58,,LivingRoom-And-Furniture
17,MMTool PRODUCTS® Electric Air Blower Fan - Blower Accessories,,190,4.0,52,,LivingRoom-And-Furniture
18,"CAZAR 8 M Hose Pipe with M22 Connector Suitable for All Pressure Washer Machine Gaocheng, Cazar, Ballorex, JPT, STARQ, Bose,Vantro, Btali etc.",,855,3.9,28,,LivingRoom-And-Furniture
19,GENERIC SKG Enterprises Nano Steam Gun 1200W Nano Spray Gun for Sterilization,,"2,000",3.5,142,,LivingRoom-And-Furniture
20,"LG Puricare WW140NP RO + Mineral Booster Water Purifier with Dual Protection Stainless Steel Tank, Black",,"17,400",4.1,380,,LivingRoom-And-Furniture
21,CBB61 450V 5uf Starting Capacitance AC Fan Capacitor CBB Motor Run Capacitor 450V 5F (5uf 450V AC),,299,4.5,9,,LivingRoom-And-Furniture
22,DIGIMORE Replenishment Kit | Replacement Parts | Accessories Compatible with iRobot Roomba i and e Series | Side Spinning Brushes | Set of 3,,449,5.0,1,,LivingRoom-And-Furniture
23,"Dharma productions Folding Portable Outdoor Barbeque Charcoal BBQ Grill Oven, Charcoal Grill, Barbeque Set For Home",,899,New to Amazon,,,LivingRoom-And-Furniture
24,HOTBERG Foldable Briefcase Style Charcoal Barbecue and Tandoor Grill Barbeque Stand for Outdoor Picnic Camping and Traveling,,"1,248",3.8,39,,LivingRoom-And-Furniture
