,title,brand,price,rating,reviewCount,description,categories
0,"T TOPLINE Electric Hand Blender and Mixer Electric Egg Beater,Cake maker , Beater Cream Mix, Food Blender, Hand mixer , Electric Egg Beater For Cake Making Whipping Cream Multifunctional with 7 Speed Handheld Processor WHITE Automatic Kitchen Tool with spatula and oil brush",,799,4.1,679,,LivingRoom-And-Furniture
1,"Eco Shopee SHOPPING SIMPLIFIED Portable Sewing Machine Mini 2-Speed Double Thread Mini Sewing Machine for Home Tailoring Use (C), White",,929,No reviews,,,LivingRoom-And-Furniture
2,"Havells Magnatron 25 Litre ""India’s first Water Heater having NO HEATING ELEMENT with No Scaling"" Storage Water Heater (White Champagne Gold)",,"17,618.",4.1,57,,LivingRoom-And-Furniture
3,"Foodie Puppies Hair Remover 60 Layers Paint Handle Lint Remover Roller for Clothes Pet Hair, Dust & Lint Remover, Reusable Tool for Clothing and Furniture, Couch, Carpet Color May Vary (Pack of 1)",,177,4.3,83,,LivingRoom-And-Furniture
4,"Rainflow Y-Type Screen Water Tank Filter for Water, R.O. Filter, Garden Lawn Filter, Drip Irrigation Filter, Home or Apartment-3/4""",,446,3.9,387,,LivingRoom-And-Furniture
5,AB Traders ABT RO Body Protection Cover for AQUAGUARD Enhance Water Filter,,199,5.0,7,,LivingRoom-And-Furniture
6,Tahiro Magic Copper Light Dry Irons Box for Press Clothes Electric 750W Coating (Colour May Be Different from The Images) By Tahiro,,299,3.6,24,,LivingRoom-And-Furniture
7,Activa 15 L Storage 2 Kva Special Anti Rust Coating 0.6 mm SS Tank Geyser with Temperature Meter Free Installation Kit and adjustable outer thermostat with 2 Years warranty,,"3,499",5.0,8,,LivingRoom-And-Furniture
8,"SSKR Sewing Machine Needles 100/16, HA x 1-10 Needles Set - Works with All Automatic Sewing Machines (USHA/Singer/Brother)",,99,4.1,190,,LivingRoom-And-Furniture
9,"HOME CODIFY INDIA Round Non Woven Foldable Laundry Bag, Toy Storage Basket, Cloth Storage Basket With Handles(45L) (Multicolour)",,139,3.2,79,,LivingRoom-And-Furniture
10,"Oriley 2113 Ultrasonic Cool Mist Humidifier Manual Air Purifier for Home Office Adults and Baby Bedroom (1 Year Warranty) (5.5L, 22W, Black)",,"2,960",3.9,32,,LivingRoom-And-Furniture
11,Bosch TrueMixx Style 1000-Watt Mixer Grinder with 3 Jars (White),,"6,499",4.4,476,,LivingRoom-And-Furniture
12,"FIGMENT Handheld Milk Frother Rechargeable, 3-Speed Electric Frother for Coffee with 2 Whisks and Coffee Decoration Tool, Coffee Frother Mixer, Crescent Enterprises VRW0.50BK (Casual) (A1)",,649,3.9,73,,LivingRoom-And-Furniture
